"OWNER","TABLE_NAME","COMMENTS","NUM_ROWS","COLUMN_NAME","COMMENTS","DATA_TYPE","DATA_LENGTH"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","BLOB_CONTENT","","BLOB","4000"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","LANGUAGE","","VARCHAR2","30"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","DESCRIPTION","","VARCHAR2","4000"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","SECURITY_GROUP_ID","","NUMBER","22"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","FILE_TYPE","","VARCHAR2","255"
"FLOWS_FILES","WWV_FLOW_FILE_OBJECTS$","General file repository table for all flows applications, used to store SQL Scripts, BLOBs, etc.","0","FILE_CHARSET","","VARCHAR2","128"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","ORCL","所在数据库","VARCHAR2","4"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","TABLE_NAME","表名","VARCHAR2","50"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","TABLE_SIZE","数据量-oracle自动分析结果","NUMBER","22"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","NEW_SIZE","数据量-手工统计结果","NUMBER","22"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","NEW_SIZE_0","","NUMBER","22"
"HADOOP","HADOOP数据量比较","HADOOP数据量比较","1020","UPDATE_TIME_NULL","","NUMBER","22"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件电话_MD5","","VARCHAR2","32"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件电话_MD5","","VARCHAR2","32"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","运单号","运单号","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件时间","寄件时间","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件地址","寄件地址","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件公司","寄件公司","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件联系人","寄件联系人","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄件电话","寄件电话","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件地址","收件地址","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件公司","收件公司","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件联系人","收件联系人","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件电话","收件电话","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","收件员","收件员ID","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","原寄地","原寄地","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","目的地","目的地ID","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","寄方客户编码","寄方客户编码","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","付款方式","付款方式","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","代收货款金额","代收货款金额","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","托寄内容","托寄内容","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","计费重量","计费重量","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","件数","件数","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","运费","运费","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","派方客户编码","派方客户编码","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","派件员","派件员ID","VARCHAR2","1000"
"ZHCX","快递_物流客户信息","物流客户信息","1507149","录入时间","录入时间","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人员身份证号_MD5","","VARCHAR2","4000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人电话_MD5","","VARCHAR2","32"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人电话_MD5","","VARCHAR2","32"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人身份证号_MD5","","VARCHAR2","4000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","物流单号","物流单号","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人名称","寄件人名称","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人身份证号","寄件人身份证号","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人电话","寄件人电话","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人单位","寄件人单位","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人地址","寄件人地址","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人详细地址","寄件人详细地址","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","寄件人地址行政区划","寄件人地址行政区划","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","发件时间","发件时间","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人名称","收件人名称","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人员身份证号","收件人员身份证号","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人电话","收件人电话","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人单位","收件人单位","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人地址","收件人地址","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人详细地址","收件人详细地址","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件人地址行政区划","收件人地址行政区划","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","收件时间","收件时间","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","物品名称","物品名称","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","物流公司名称","物流公司名称","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","物流公司代码","物流公司代码","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","物流公司电话","物流公司电话","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","备注","备注","VARCHAR2","1000"
"ZHCX","快递_物流快递信息360000条","物流信息","353357","其他信息","其他信息","VARCHAR2","1000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人电话_MD5","","VARCHAR2","32"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人电话_MD5","","VARCHAR2","32"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","物流中心名称","物流中心名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","运单号","运单号","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","子公司名称","子公司名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货城市","发货城市","VARCHAR2","1000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货日期","发货日期","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人姓名","发货人姓名","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人证件号码","发货人证件号码","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人证件名称","发货人证件名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人电话","发货人电话","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人地址","发货人地址","VARCHAR2","1000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货城市","收货城市","VARCHAR2","1000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货日期","收货日期","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人名称","收货人名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人证件号码","收货人证件号码","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人证件名称","收货人证件名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人电话","收货人电话","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人地址","收货人地址","VARCHAR2","1000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物编号","货物编号","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物名称","货物名称","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物外包装","货物外包装","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物数量","货物数量","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物重量_KG","货物重量_KG","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物体积_M","货物体积_M","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","运费单价_元","运费单价_元","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","货物运费_元","货物运费_元","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","运输方式","运输方式","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","提货方式","提货方式","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","FIELD28","(未猜出来)","VARCHAR2","255"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","收货人证件号码_MD5","","VARCHAR2","4000"
"ZHCX","快递_全区EMS快递物流信息","EMS快递信息","21153","发货人证件号码_MD5","","VARCHAR2","4000"
"ZHCX","快递_快递","","7916","ID","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","DH","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","FJR","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","FJRDZ","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","FJRDH","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","SJR","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","SJRDZ","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","SJRDH","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","KJSJ","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","QTXX","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","RKSJ","","VARCHAR2","255"
"ZHCX","快递_快递","","7916","LY","","VARCHAR2","255"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","ID","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","WEIBOID","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","AUTHORID","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","AUTHOR","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","CONTENT","","CLOB","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","PUBLISHTIME","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","COMFROM","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","REVIEWNUMBER","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","ZANNUMBER","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","KEYWORD","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","WEBNAME","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","URL","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","INSERTTIME","","VARCHAR2","4000"
"ZHCX","ZHCX_JCY_WEIBO_XL_2","20160629weibo_xl.txt","156516","DATE_","","VARCHAR2","4000"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","UUID","主键","VARCHAR2","46"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","AUTH_UUID","权限父主键","VARCHAR2","46"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","AUTH_DESC","权限描述(用户查看)","VARCHAR2","500"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","AUTH_ORDER","权限排序","NUMBER","22"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","DELETE_FLAG","删除标志","CHAR","1"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","CREATE_USER","创建人","VARCHAR2","46"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","CREATE_TIME","创建时间","DATE","7"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","UPDATE_USER","修改人","VARCHAR2","46"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","UPDATE_TIME","修改时间","DATE","7"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","AUTH_NAME","权限名称(应用系统)","VARCHAR2","46"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","LOGS_NAME","","VARCHAR2","120"
"ZHCX","SYS_COMN_AUTH","共用权限资源树","10","PID","","VARCHAR2","120"
"ZHCX","BF99同志交友","同志交友","577986","ID","功能ID","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","已采","已采","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","已发","已发","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","用户名","用户名","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","QQ","QQ号码","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","资料登记时间","资料登记时间","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","照片","照片","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我是","我是","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的角色","我的角色","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我想寻找","我想寻找","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的年龄","我的年龄","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","出生年份","出生年份","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","星座","星座","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的身高","我的身高","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的体重","我的体重","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","现居地","现居地","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的家乡","我的家乡","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","婚姻状态","婚姻状态","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","感情状态","感情状态","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","将来是否结婚","将来是否结婚","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","我的职业","我的职业","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","交友宣言","交友宣言","VARCHAR2","4000"
"ZHCX","BF99同志交友","同志交友","577986","电子信箱","电子信箱","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的角色","你的角色","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的年龄类型","你的年龄类型","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的身高","你的身高","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的体重","你的体重","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的身材","你的身材","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的气质","你的气质","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的性格","你的性格","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的地域","你的地域","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的职业","你的职业","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","你的学历","你的学历","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","缩略图","缩略图","VARCHAR2","510"
"ZHCX","BF99同志交友","同志交友","577986","PAGEURL","网页地址","VARCHAR2","510"
"ZHCX","CODE_CLYS","车辆颜色","14782","ID","功能ID","VARCHAR2","20"
"ZHCX","CODE_CLYS","车辆颜色","14782","生产厂家","生产厂家","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","型号","型号","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","款式","款式","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","款式说明","款式说明","VARCHAR2","4000"
"ZHCX","CODE_CLYS","车辆颜色","14782","出厂时间","出厂时间","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","车型年款","车型年款","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","排放标准","排放标准","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","指导价","指导价","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","市场价","市场价","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","车体形式","车体形式","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","长宽高","长宽高","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","前后轮距","前后轮距","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","前后悬长度","前后悬长度","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","轴距","轴距","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","风阻系数","风阻系数","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","整备质量","整备质量","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","油箱容积","油箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","行李箱容积","行李箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","最大行李箱容积","最大行李箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","车门数","车门数","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","乘员数","乘员数","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","接近角","接近角","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","离去角","离去角","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","发动机重要技术","发动机重要技术","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","发动机型号","发动机型号","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","排气量","排气量","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","气缸数","气缸数","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","变速器形式","变速器形式","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","排档方式","排档方式","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","驱动方式","驱动方式","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","最高车速","最高车速","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","到100KMH加速时间","到100KMH加速时间","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","从100KMH到0制动距离","从100KMH到0制动距离","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","安全气囊","安全气囊","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","保修期","保修期","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","图片链接","图片链接","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","缩略图","缩略图","VARCHAR2","1000"
"ZHCX","CODE_CLYS","车辆颜色","14782","PAGEURL","网页地址","VARCHAR2","1000"
"ZHCX","CODE_CLYSK","车辆颜色","725","PAGEURL","采集地址","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","保修","保修","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","保养周期","保养周期","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","变速器","变速器","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","采集时间","采集时间","TIMESTAMP(6)","11"
"ZHCX","CODE_CLYSK","车辆颜色","725","车辆点评","车辆点评","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","车系","车系","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","类型","类型","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","排放标准","排放标准","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","品牌","品牌","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","上市日期","上市日期","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","市场价","市场价","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","停产","停产","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","信息来源","信息来源","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","在产","在产","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","指导价","指导价","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","车系1","车系1","VARCHAR2","510"
"ZHCX","CODE_CLYSK","车辆颜色","725","市场价1","市场价1","NUMBER","22"
"ZHCX","CODE_CLYSK","车辆颜色","725","市场价2","市场价2","NUMBER","22"
"ZHCX","CODE_CLYSK","车辆颜色","725","指导价1","指导价1","NUMBER","22"
"ZHCX","CODE_CLYSK","车辆颜色","725","指导价2","指导价2","NUMBER","22"
"ZHCX","CODE_CLYSK","车辆颜色","725","DELETED","","CHAR","2"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","排放标准","排放标准","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","车体形式","车体形式","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","长宽高","长宽高","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","前后轮距","前后轮距","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","前后悬长度","前后悬长度","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","轴距","轴距","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","风阻系数","风阻系数","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","整备质量","整备质量","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","油箱容积","油箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","行李箱容积","行李箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","最大行李箱容积","最大行李箱容积","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","车门数","车门数","VARCHAR2","1000"
"ZHCX","CODE_CLYS_T","车辆颜色","13891","乘员数","乘员数","VARCHAR2","1000"
