"OWNER","TABLE_NAME","COMMENTS","NUM_ROWS","COLUMN_NAME","COMMENTS","DATA_TYPE","DATA_LENGTH"
"HDS","AZ3384144E3E557AD","","0","WLXH","","NUMBER","22"
"HDS","AZ3384144E3E557AD","","0","JSSJ","","DATE","7"
"HDS","AZ3384144E3E557AD","","0","SJHM","","CHAR","11"
"HDS","AZ3384144E3E557AD","","0","DELETED","","CHAR","1"
"HDS","AZ3384144E3E557AD","","0","MC","","VARCHAR2","60"
"HDS","AZ3384144E3E557AD","","0","DZ","","VARCHAR2","60"
"HDS","AZ3384144E3E557AD","","0","JD","","NUMBER","22"
"HDS","AZ3384144E3E557AD","","0","WD","","NUMBER","22"
"HDS","AZ3384144E3E557AD","","0","UUID","","CHAR","46"
"HDS","AZ3384144E3E557AD","","0","IMSI","","CHAR","15"
"HDS","AZ3384144E3E557AD","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B4F58CE3","","0","UUID","","CHAR","46"
"HDS","AZ3432144B4F58CE3","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B4F58CE3","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B4F58CE3","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B4F58CE3","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B4F58CE3","","0","SBID","","CHAR","5"
"HDS","AZ3432144B4F58CE3","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B4F58CE3","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B4F58CE3","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B4F58CE3","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B4F58CE3","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B4F58CE3","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B4F58CE3","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B4F58CE3","","0","JD","","NUMBER","22"
"HDS","AZ3432144B4F58CE3","","0","WD","","NUMBER","22"
"HDS","AZ3432144B4F58EF7","","1","UUID","","CHAR","46"
"HDS","AZ3432144B4F58EF7","","1","IMSI","","CHAR","15"
"HDS","AZ3432144B4F58EF7","","1","IMEI","","CHAR","15"
"HDS","AZ3432144B4F58EF7","","1","CJSJ","","DATE","7"
"HDS","AZ3432144B4F58EF7","","1","LKSJ","","DATE","7"
"HDS","AZ3432144B4F58EF7","","1","SBID","","CHAR","5"
"HDS","AZ3432144B4F58EF7","","1","SBXH","","NUMBER","22"
"HDS","AZ3432144B4F58EF7","","1","WLXH","","NUMBER","22"
"HDS","AZ3432144B4F58EF7","","1","JSSJ","","DATE","7"
"HDS","AZ3432144B4F58EF7","","1","SJHM","","CHAR","11"
"HDS","AZ3432144B4F58EF7","","1","DELETED","","CHAR","1"
"HDS","AZ3432144B4F58EF7","","1","MC","","VARCHAR2","60"
"HDS","AZ3432144B4F58EF7","","1","DZ","","VARCHAR2","60"
"HDS","AZ3432144B4F58EF7","","1","JD","","NUMBER","22"
"HDS","AZ3432144B4F58EF7","","1","WD","","NUMBER","22"
"HDS","AZ3432144B4F5902F","","0","UUID","","CHAR","46"
"HDS","AZ3432144B4F5902F","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B4F5902F","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B4F5902F","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B4F5902F","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B4F5902F","","0","SBID","","CHAR","5"
"HDS","AZ3432144B4F5902F","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B4F5902F","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B4F5902F","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B4F5902F","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B4F5902F","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B4F5902F","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B4F5902F","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B4F5902F","","0","JD","","NUMBER","22"
"HDS","AZ3432144B4F5902F","","0","WD","","NUMBER","22"
"HDS","AZ3432144B4FEB6F5","","0","UUID","","CHAR","46"
"HDS","AZ3432144B4FEB6F5","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B4FEB6F5","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B4FEB6F5","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B4FEB6F5","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B4FEB6F5","","0","SBID","","CHAR","5"
"HDS","AZ3432144B4FEB6F5","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B4FEB6F5","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B4FEB6F5","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B4FEB6F5","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B4FEB6F5","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B4FEB6F5","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B4FEB6F5","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B4FEB6F5","","0","JD","","NUMBER","22"
"HDS","AZ3432144B4FEB6F5","","0","WD","","NUMBER","22"
"HDS","AZ3432144B4FFB422","","0","UUID","","CHAR","46"
"HDS","AZ3432144B4FFB422","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B4FFB422","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B4FFB422","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B4FFB422","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B4FFB422","","0","SBID","","CHAR","5"
"HDS","AZ3432144B4FFB422","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B4FFB422","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B4FFB422","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B4FFB422","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B4FFB422","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B4FFB422","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B4FFB422","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B4FFB422","","0","JD","","NUMBER","22"
"HDS","AZ3432144B4FFB422","","0","WD","","NUMBER","22"
"HDS","AZ3432144B5353815","","0","UUID","","CHAR","46"
"HDS","AZ3432144B5353815","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B5353815","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B5353815","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B5353815","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B5353815","","0","SBID","","CHAR","5"
"HDS","AZ3432144B5353815","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B5353815","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B5353815","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B5353815","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B5353815","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B5353815","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B5353815","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B5353815","","0","JD","","NUMBER","22"
"HDS","AZ3432144B5353815","","0","WD","","NUMBER","22"
"HDS","AZ3432144B536B232","","0","UUID","","CHAR","46"
"HDS","AZ3432144B536B232","","0","IMSI","","CHAR","15"
"HDS","AZ3432144B536B232","","0","IMEI","","CHAR","15"
"HDS","AZ3432144B536B232","","0","CJSJ","","DATE","7"
"HDS","AZ3432144B536B232","","0","LKSJ","","DATE","7"
"HDS","AZ3432144B536B232","","0","SBID","","CHAR","5"
"HDS","AZ3432144B536B232","","0","SBXH","","NUMBER","22"
"HDS","AZ3432144B536B232","","0","WLXH","","NUMBER","22"
"HDS","AZ3432144B536B232","","0","JSSJ","","DATE","7"
"HDS","AZ3432144B536B232","","0","SJHM","","CHAR","11"
"HDS","AZ3432144B536B232","","0","DELETED","","CHAR","1"
"HDS","AZ3432144B536B232","","0","MC","","VARCHAR2","60"
"HDS","AZ3432144B536B232","","0","DZ","","VARCHAR2","60"
"HDS","AZ3432144B536B232","","0","JD","","NUMBER","22"
"HDS","AZ3432144B536B232","","0","WD","","NUMBER","22"
"HDS","AZ3432144B537450C","","8890","UUID","","CHAR","46"
"HDS","AZ3432144B537450C","","8890","IMSI","","CHAR","15"
"HDS","AZ3432144B537450C","","8890","IMEI","","CHAR","15"
"HDS","AZ3432144B537450C","","8890","CJSJ","","DATE","7"
"HDS","AZ3432144B537450C","","8890","LKSJ","","DATE","7"
"HDS","AZ3432144B537450C","","8890","SBID","","CHAR","5"
"HDS","AZ3432144B537450C","","8890","SBXH","","NUMBER","22"
"HDS","AZ3432144B537450C","","8890","WLXH","","NUMBER","22"
"HDS","AZ3432144B537450C","","8890","JSSJ","","DATE","7"
"HDS","AZ3432144B537450C","","8890","SJHM","","CHAR","11"
"HDS","AZ3432144B537450C","","8890","DELETED","","CHAR","1"
"HDS","AZ3432144B537450C","","8890","MC","","VARCHAR2","60"
"HDS","AZ3432144B537450C","","8890","DZ","","VARCHAR2","60"
"HDS","AZ3432144B537450C","","8890","JD","","NUMBER","22"
"HDS","AZ3432144B537450C","","8890","WD","","NUMBER","22"
"HDS","AZ3460142B1AA294A","","15","F1","","VARCHAR2","100"
"HDS","AZ3460142B1AA294A","","15","F2","","VARCHAR2","100"
"HDS","AZ3460142B1AA294A","","15","F3","","VARCHAR2","100"
"HDS","AZ3460142B1CD532E","","65","UUID","","VARCHAR2","100"
"HDS","AZ3460142B1CD532E","","65","IMSI","","VARCHAR2","15"
"HDS","AZ3460142B1CD532E","","65","IMEI","","VARCHAR2","15"
"HDS","AZ3460142B1CD532E","","65","CJSJ","","DATE","7"
"HDS","AZ3460142B1CD532E","","65","LKSJ","","DATE","7"
"HDS","AZ3460142B1CD532E","","65","SBID","","VARCHAR2","5"
"HDS","AZ3460142B1CD532E","","65","SBXH","","CHAR","1"
"HDS","AZ3460142B1CD532E","","65","WLXH","","CHAR","1"
"HDS","AZ3460142B1CD532E","","65","JSSJ","","CHAR","1"
"HDS","AZ3460142B1CD532E","","65","SJHM","","CHAR","1"
"HDS","AZ3460142B1CD532E","","65","DELETED","","CHAR","1"
"HDS","AZ3460142B1CD532E","","65","MC","","VARCHAR2","50"
"HDS","AZ3460142B1CD532E","","65","DZ","","VARCHAR2","300"
"HDS","AZ3460142B1CD532E","","65","JD","","VARCHAR2","50"
"HDS","AZ3460142B1CD532E","","65","WD","","VARCHAR2","50"
"HDS","AZ3460142B1E085EA","","3","F1","","VARCHAR2","100"
"HDS","AZ3460142B1E085EA","","3","F2","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","IMEI","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","IMSI","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","SJHM","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","MS","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","ALL_COUNT","","VARCHAR2","100"
"HDS","AZ3460142B1E19C6B","","3","XX_TABLEID","","VARCHAR2","40"
"HDS","AZ3460142B1E19C6B","","3","YS_TABLEID","","VARCHAR2","40"
"HDS","AZ3460142B1E1F78B","","14","UUID","","VARCHAR2","100"
"HDS","AZ3460142B1E1F78B","","14","IMSI","","VARCHAR2","15"
"HDS","AZ3460142B1E1F78B","","14","IMEI","","VARCHAR2","15"
"HDS","AZ3460142B1E1F78B","","14","CJSJ","","DATE","7"
"HDS","AZ3460142B1E1F78B","","14","LKSJ","","DATE","7"
"HDS","AZ3460142B1E1F78B","","14","SBID","","VARCHAR2","5"
"HDS","AZ3460142B1E1F78B","","14","SJDLJD","","VARCHAR2","10"
"HDS","AZ3460142B1E1F78B","","14","SJDLWD","","VARCHAR2","10"
"HDS","AZ3460142B1E1F78B","","14","SBXH","","CHAR","1"
"HDS","AZ3460142B1E1F78B","","14","WLXH","","CHAR","1"
"HDS","AZ3460142B1E1F78B","","14","JSSJ","","CHAR","1"
"HDS","AZ3460142B1E1F78B","","14","SJHM","","CHAR","1"
"HDS","AZ3460142B1E1F78B","","14","DELETED","","CHAR","1"
"HDS","AZ3460142B1E1F78B","","14","MC","","VARCHAR2","50"
"HDS","AZ3628144F1AAC959","","4","UUID","","CHAR","46"
"HDS","AZ3628144F1AAC959","","4","IMSI","","CHAR","15"
"HDS","AZ3628144F1AAC959","","4","IMEI","","CHAR","15"
"HDS","AZ3628144F1AAC959","","4","CJSJ","","DATE","7"
"HDS","AZ3628144F1AAC959","","4","LKSJ","","DATE","7"
"HDS","AZ3628144F1AAC959","","4","SBID","","CHAR","5"
"HDS","AZ3628144F1AAC959","","4","SBXH","","NUMBER","22"
"HDS","AZ3628144F1AAC959","","4","WLXH","","NUMBER","22"
"HDS","AZ3628144F1AAC959","","4","JSSJ","","DATE","7"
"HDS","AZ3628144F1AAC959","","4","SJHM","","CHAR","11"
"HDS","AZ3628144F1AAC959","","4","DELETED","","CHAR","1"
"HDS","AZ3628144F1AAC959","","4","MC","","VARCHAR2","60"
"HDS","AZ3628144F1AAC959","","4","DZ","","VARCHAR2","60"
"HDS","AZ3628144F1AAC959","","4","JD","","NUMBER","22"
"HDS","AZ3628144F1AAC959","","4","WD","","NUMBER","22"
"HDS","AZ3628144F2B4C719","","0","UUID","","CHAR","46"
"HDS","AZ3628144F2B4C719","","0","IMSI","","CHAR","15"
"HDS","AZ3628144F2B4C719","","0","IMEI","","CHAR","15"
"HDS","AZ3628144F2B4C719","","0","CJSJ","","DATE","7"
"HDS","AZ3628144F2B4C719","","0","LKSJ","","DATE","7"
"HDS","AZ3628144F2B4C719","","0","SBID","","CHAR","5"
"HDS","AZ3628144F2B4C719","","0","SBXH","","NUMBER","22"
"HDS","AZ3628144F2B4C719","","0","WLXH","","NUMBER","22"
"HDS","AZ3628144F2B4C719","","0","JSSJ","","DATE","7"
"HDS","AZ3628144F2B4C719","","0","SJHM","","CHAR","11"
"HDS","AZ3628144F2B4C719","","0","DELETED","","CHAR","1"
"HDS","AZ3628144F2B4C719","","0","MC","","VARCHAR2","60"
"HDS","AZ3628144F2B4C719","","0","DZ","","VARCHAR2","60"
"HDS","AZ3628144F2B4C719","","0","JD","","NUMBER","22"
"HDS","AZ3628144F2B4C719","","0","WD","","NUMBER","22"
"HDS","AZ374414C5A84F522","","0","UUID","","CHAR","46"
"HDS","AZ374414C5A84F522","","0","IMSI","","CHAR","15"
"HDS","AZ374414C5A84F522","","0","IMEI","","CHAR","15"
"HDS","AZ374414C5A84F522","","0","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A84F522","","0","CJSJ","","DATE","7"
"HDS","AZ374414C5A84F522","","0","LKSJ","","DATE","7"
"HDS","AZ374414C5A84F522","","0","SBID","","CHAR","5"
"HDS","AZ374414C5A84F522","","0","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A84F522","","0","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A84F522","","0","SBXH","","NUMBER","22"
"HDS","AZ374414C5A84F522","","0","WLXH","","NUMBER","22"
"HDS","AZ374414C5A84F522","","0","JSSJ","","DATE","7"
"HDS","AZ374414C5A84F522","","0","SJHM","","CHAR","11"
"HDS","AZ374414C5A84F522","","0","MXBZ","","CHAR","1"
"HDS","AZ374414C5A84F522","","0","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A84F522","","0","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A84F522","","0","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A851C90","","38","SBID","","CHAR","5"
"HDS","AZ374414C5A851C90","","38","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A851C90","","38","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A851C90","","38","SBXH","","NUMBER","22"
"HDS","AZ374414C5A851C90","","38","WLXH","","NUMBER","22"
"HDS","AZ374414C5A851C90","","38","JSSJ","","DATE","7"
"HDS","AZ374414C5A851C90","","38","SJHM","","CHAR","11"
"HDS","AZ374414C5A851C90","","38","MXBZ","","CHAR","1"
"HDS","AZ374414C5A851C90","","38","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A851C90","","38","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A851C90","","38","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A851C90","","38","UUID","","CHAR","46"
"HDS","AZ374414C5A851C90","","38","IMSI","","CHAR","15"
"HDS","AZ374414C5A851C90","","38","IMEI","","CHAR","15"
"HDS","AZ374414C5A851C90","","38","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A851C90","","38","CJSJ","","DATE","7"
"HDS","AZ374414C5A851C90","","38","LKSJ","","DATE","7"
"HDS","AZ374414C5A87A05D","","38","UUID","","CHAR","46"
"HDS","AZ374414C5A87A05D","","38","IMSI","","CHAR","15"
"HDS","AZ374414C5A87A05D","","38","IMEI","","CHAR","15"
"HDS","AZ374414C5A87A05D","","38","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A87A05D","","38","CJSJ","","DATE","7"
"HDS","AZ374414C5A87A05D","","38","LKSJ","","DATE","7"
"HDS","AZ374414C5A87A05D","","38","SBID","","CHAR","5"
"HDS","AZ374414C5A87A05D","","38","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A87A05D","","38","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A87A05D","","38","SBXH","","NUMBER","22"
"HDS","AZ374414C5A87A05D","","38","WLXH","","NUMBER","22"
"HDS","AZ374414C5A87A05D","","38","JSSJ","","DATE","7"
"HDS","AZ374414C5A87A05D","","38","SJHM","","CHAR","11"
"HDS","AZ374414C5A87A05D","","38","MXBZ","","CHAR","1"
"HDS","AZ374414C5A87A05D","","38","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A87A05D","","38","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A87A05D","","38","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A88AAB8","","274","UUID","","CHAR","46"
"HDS","AZ374414C5A88AAB8","","274","IMSI","","CHAR","15"
"HDS","AZ374414C5A88AAB8","","274","IMEI","","CHAR","15"
"HDS","AZ374414C5A88AAB8","","274","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A88AAB8","","274","CJSJ","","DATE","7"
"HDS","AZ374414C5A88AAB8","","274","LKSJ","","DATE","7"
"HDS","AZ374414C5A88AAB8","","274","SBID","","CHAR","5"
"HDS","AZ374414C5A88AAB8","","274","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A88AAB8","","274","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A88AAB8","","274","SBXH","","NUMBER","22"
"HDS","AZ374414C5A88AAB8","","274","WLXH","","NUMBER","22"
"HDS","AZ374414C5A88AAB8","","274","JSSJ","","DATE","7"
"HDS","AZ374414C5A88AAB8","","274","SJHM","","CHAR","11"
"HDS","AZ374414C5A88AAB8","","274","MXBZ","","CHAR","1"
"HDS","AZ374414C5A88AAB8","","274","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A88AAB8","","274","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A88AAB8","","274","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A929626","","38","UUID","","CHAR","46"
"HDS","AZ374414C5A929626","","38","IMSI","","CHAR","15"
"HDS","AZ374414C5A929626","","38","IMEI","","CHAR","15"
"HDS","AZ374414C5A929626","","38","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A929626","","38","CJSJ","","DATE","7"
"HDS","AZ374414C5A929626","","38","LKSJ","","DATE","7"
"HDS","AZ374414C5A929626","","38","SBID","","CHAR","5"
"HDS","AZ374414C5A929626","","38","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A929626","","38","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A929626","","38","SBXH","","NUMBER","22"
"HDS","AZ374414C5A929626","","38","WLXH","","NUMBER","22"
"HDS","AZ374414C5A929626","","38","JSSJ","","DATE","7"
"HDS","AZ374414C5A929626","","38","SJHM","","CHAR","11"
"HDS","AZ374414C5A929626","","38","MXBZ","","CHAR","1"
"HDS","AZ374414C5A929626","","38","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A929626","","38","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A929626","","38","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A930059","","38","UUID","","CHAR","46"
"HDS","AZ374414C5A930059","","38","IMSI","","CHAR","15"
"HDS","AZ374414C5A930059","","38","IMEI","","CHAR","15"
"HDS","AZ374414C5A930059","","38","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A930059","","38","CJSJ","","DATE","7"
"HDS","AZ374414C5A930059","","38","LKSJ","","DATE","7"
"HDS","AZ374414C5A930059","","38","SBID","","CHAR","5"
"HDS","AZ374414C5A930059","","38","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A930059","","38","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A930059","","38","SBXH","","NUMBER","22"
"HDS","AZ374414C5A930059","","38","WLXH","","NUMBER","22"
"HDS","AZ374414C5A930059","","38","JSSJ","","DATE","7"
"HDS","AZ374414C5A930059","","38","SJHM","","CHAR","11"
"HDS","AZ374414C5A930059","","38","MXBZ","","CHAR","1"
"HDS","AZ374414C5A930059","","38","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A930059","","38","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A930059","","38","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A9331AA","","168","UUID","","CHAR","46"
"HDS","AZ374414C5A9331AA","","168","IMSI","","CHAR","15"
"HDS","AZ374414C5A9331AA","","168","IMEI","","CHAR","15"
"HDS","AZ374414C5A9331AA","","168","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A9331AA","","168","CJSJ","","DATE","7"
"HDS","AZ374414C5A9331AA","","168","LKSJ","","DATE","7"
"HDS","AZ374414C5A9331AA","","168","SBID","","CHAR","5"
"HDS","AZ374414C5A9331AA","","168","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A9331AA","","168","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A9331AA","","168","SBXH","","NUMBER","22"
"HDS","AZ374414C5A9331AA","","168","WLXH","","NUMBER","22"
"HDS","AZ374414C5A9331AA","","168","JSSJ","","DATE","7"
"HDS","AZ374414C5A9331AA","","168","SJHM","","CHAR","11"
"HDS","AZ374414C5A9331AA","","168","MXBZ","","CHAR","1"
"HDS","AZ374414C5A9331AA","","168","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A9331AA","","168","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A9331AA","","168","CITY","","VARCHAR2","100"
"HDS","AZ374414C5A93E23D","","38","UUID","","CHAR","46"
"HDS","AZ374414C5A93E23D","","38","IMSI","","CHAR","15"
"HDS","AZ374414C5A93E23D","","38","IMEI","","CHAR","15"
"HDS","AZ374414C5A93E23D","","38","DHHM","","VARCHAR2","50"
"HDS","AZ374414C5A93E23D","","38","CJSJ","","DATE","7"
"HDS","AZ374414C5A93E23D","","38","LKSJ","","DATE","7"
"HDS","AZ374414C5A93E23D","","38","SBID","","CHAR","5"
"HDS","AZ374414C5A93E23D","","38","SJDLJD","","NUMBER","22"
"HDS","AZ374414C5A93E23D","","38","SJDLWD","","NUMBER","22"
"HDS","AZ374414C5A93E23D","","38","SBXH","","NUMBER","22"
"HDS","AZ374414C5A93E23D","","38","WLXH","","NUMBER","22"
"HDS","AZ374414C5A93E23D","","38","JSSJ","","DATE","7"
"HDS","AZ374414C5A93E23D","","38","SJHM","","CHAR","11"
"HDS","AZ374414C5A93E23D","","38","MXBZ","","CHAR","1"
"HDS","AZ374414C5A93E23D","","38","ASDELETED","","CHAR","1"
"HDS","AZ374414C5A93E23D","","38","PROVINCE","","VARCHAR2","100"
"HDS","AZ374414C5A93E23D","","38","CITY","","VARCHAR2","100"
"HDS","AZ3796144FD795523","","0","CJSJ","","DATE","7"
"HDS","AZ3796144FD795523","","0","LKSJ","","DATE","7"
"HDS","AZ3796144FD795523","","0","SBID","","CHAR","5"
"HDS","AZ3796144FD795523","","0","SJDLJD","","NUMBER","22"
"HDS","AZ3796144FD795523","","0","SJDLWD","","NUMBER","22"
"HDS","AZ3796144FD795523","","0","SBXH","","NUMBER","22"
"HDS","AZ3796144FD795523","","0","WLXH","","NUMBER","22"
"HDS","AZ3796144FD795523","","0","JSSJ","","DATE","7"
"HDS","AZ3796144FD795523","","0","SJHM","","CHAR","11"
"HDS","AZ3796144FD795523","","0","DELETED","","CHAR","1"
"HDS","AZ3796144FD795523","","0","MC","","VARCHAR2","60"
"HDS","AZ3796144FD795523","","0","UUID","","CHAR","46"
"HDS","AZ3796144FD795523","","0","IMSI","","CHAR","15"
"HDS","AZ3796144FD795523","","0","IMEI","","CHAR","15"
"HDS","AZ384015378F43140","","56","UUID","","CHAR","46"
"HDS","AZ384015378F43140","","56","IMSI","","CHAR","15"
"HDS","AZ384015378F43140","","56","IMEI","","CHAR","15"
"HDS","AZ384015378F43140","","56","DHHM","","VARCHAR2","50"
"HDS","AZ384015378F43140","","56","CJSJ","","DATE","7"
"HDS","AZ384015378F43140","","56","LKSJ","","DATE","7"
"HDS","AZ384015378F43140","","56","SBID","","CHAR","5"
"HDS","AZ384015378F43140","","56","SJDLJD","","NUMBER","22"
"HDS","AZ384015378F43140","","56","SJDLWD","","NUMBER","22"
"HDS","AZ384015378F43140","","56","SBXH","","NUMBER","22"
"HDS","AZ384015378F43140","","56","WLXH","","NUMBER","22"
"HDS","AZ384015378F43140","","56","JSSJ","","DATE","7"
"HDS","AZ384015378F43140","","56","SJHM","","CHAR","11"
"HDS","AZ384015378F43140","","56","MXBZ","","CHAR","1"
"HDS","AZ384015378F43140","","56","DELETED","","CHAR","1"
"HDS","AZ384015378F43140","","56","PROVINCE","","VARCHAR2","100"
"HDS","AZ384015378F43140","","56","CITY","","VARCHAR2","100"
"HDS","AZ3856145454B38BC","","116","F1","","VARCHAR2","100"
"HDS","AZ3856145454B6E52","","116","F1","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","IMEI","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","IMSI","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","SJHM","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","MS","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","ALL_COUNT","","VARCHAR2","100"
"HDS","AZ3856145454BD579","","95","XX_TABLEID","","VARCHAR2","40"
"HDS","AZ3856145454BD579","","95","YS_TABLEID","","VARCHAR2","40"
"HDS","AZ3856145454BD809","","0","UUID","","CHAR","46"
"HDS","AZ3856145454BD809","","0","IMSI","","CHAR","15"
"HDS","AZ3856145454BD809","","0","IMEI","","CHAR","15"
"HDS","AZ3856145454BD809","","0","CJSJ","","DATE","7"
"HDS","AZ3856145454BD809","","0","LKSJ","","DATE","7"
"HDS","AZ3856145454BD809","","0","SBID","","CHAR","5"
"HDS","AZ3856145454BD809","","0","SJDLJD","","NUMBER","22"
"HDS","AZ3856145454BD809","","0","SJDLWD","","NUMBER","22"
"HDS","AZ3856145454BD809","","0","SBXH","","NUMBER","22"
"HDS","AZ3856145454BD809","","0","WLXH","","NUMBER","22"
"HDS","AZ3856145454BD809","","0","JSSJ","","DATE","7"
"HDS","AZ3856145454BD809","","0","SJHM","","CHAR","11"
"HDS","AZ3856145454BD809","","0","DELETED","","CHAR","1"
"HDS","AZ3856145454BD809","","0","MC","","VARCHAR2","60"
"HDS","AZ3856145454C3915","","116","F1","","VARCHAR2","100"
"HADOOP","GAB_SLJ_201501_201503","","221303639","运单号","","VARCHAR2","30"
